"기준_년월_코드","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"201612","13500","금하로_C","13","","","","1","1","","","","","","","","","2","","","","","5"
"201612","13307","사당로_B","21","","1","","","2","","","","","","","1","","1","","","","1","3"
"201612","13572","논현로18길","6","","1","","","","","","","","","","","","","","","","","2"
"201612","11970","상계로27길","12","","","","","2","","","","","","","","","3","","","","","2"
"201612","13427","법원단지길","18","","","","","3","1","","","","","","","","","","","","","3"
"201612","12806","뚝섬로27길","4","","1","","","1","","","","","","","","","","","","","",""
"201612","13516","등촌로_G","6","","","","","","1","","","","","","","","3","","","","",""
"201612","12269","아리랑로_C","19","","1","","","1","","","","","","","","","","","","","1","2"
"201612","12641","상암로_C","4","","2","","","","","","","","","","","","1","","","","",""
"201612","12734","한림말3길","6","","1","","","","","","","","","","","","","","","","1","3"
"201612","12207","삼선교로_A","1","","","","","","","","","","","","","","","","","","","1"
"201612","13081","석촌호수로_C","6","","","","","4","","","","","","","","","1","","","","","1"
"201612","12475","월드컵로_C","13","","1","","","3","","","","","","","","","","","","","","1"
"201612","12674","마포대로8길","4","","","","","1","","","","","","","","","","","","","",""
"201612","13305","서초대로24길","5","","1","","","1","","","","","","","","","","","","","","2"
"201612","12275","봉우재로43길","3","","","","","","1","","","","","","","","","","","","",""
"201612","12029","도봉로71길","4","","","","","1","1","","","","","","","","","","","","",""
"201612","12399","퇴계로87길_A","7","","1","","","3","","","","","","","","","1","","","","",""
"201612","13269","동작대로29나길","5","","","","","1","","","","","","","","","","","","","",""
"201612","12994","언주로147길","1","","","","","","","","","","","","","","","","","","",""
"201612","11995","도당로13길_B","5","","","","","2","","","","","","","","","1","","","","",""
"201612","13525","사당로16길_B","6","","","","","1","","","","","","","","","1","","","","",""
"201612","12697","올림픽로80길","22","1","","","","5","","","","","","","","","7","","","","",""
"201612","12679","목동중앙북로16길","4","1","","","","","","","","","","","","","1","","","","",""
"201612","12400","다산로35길","7","","","","","1","","","","","","","","","4","","","","","1"
"201612","12372","매봉산로2길","1","","","","","1","","","","","","","","","","","","","",""
"201612","12597","천호대로112길","1","","","","","","","","","","","","","","","","","","",""
"201612","12005","도봉로113길","3","","","","","2","","","","","","","","","","","","","",""
"201612","12500","다산로_D","1","","","","","","","","","","","","","","","","","","",""
"201612","12757","곰달래로13길_A","2","","","","","1","","","","","","","","","","","","","",""
"201612","11971","덕릉로83길","3","","","","","","","","","","","","","","","","","","",""
"201612","12792","천호옛길","2","","","","","","","","","","","","","1","","","","","",""
"201612","12396","왕십리로_B","11","","","","","1","","","","","","","","","1","","","","",""
"201612","12140","길음로_A","16","","","","","2","","","","","","","","","1","","","","","2"
"201612","12739","이태원로_A","8","","1","","","","","","","","","","","","5","","","","","1"
"201612","12092","한천로78길","8","","1","","","2","","","","","","","","","","","","","",""
"201612","12659","마포대로14길","14","4","1","","","1","","","","","","","","","1","","","","","3"
"201612","12975","영등포로_G","9","","1","","","","","","","","","","","","3","","","","","2"
"201612","13026","논현로_A","8","1","","","","1","","","","","","","","","","","","","","1"
"201612","12993","올림픽로35길_B","2","","","","","","","","","","","","","","1","","","","",""
"201612","12871","곰달래로_D","22","","","","","2","","","","","","","","","","","","","","12"
"201612","12609","구천면로41길","20","","","","","6","","","","","","","","","","","","","","2"
"201612","13321","논현로28길","7","1","1","","","1","","","","","","","","","","","","","","3"
"201612","12624","아차산로_A","20","1","3","","","2","","","","","","","","","1","","","","1","4"
"201612","12566","자양로45길","9","","","","","2","","","","","","","","","","","","","","2"
"201612","13133","상도로37길","10","1","","","","2","","","","","","","","","","","","","","2"
"201612","13545","성수일로","5","","1","","","","","","","","","","","","","","","","1","2"
"201612","12642","아차산로7길_B","7","2","","","","1","","","","","","","1","","","","","","","1"
"201612","12477","망원로","15","1","","","","2","","","","","","","","","","","","","","2"
"201612","12824","남부순환로_B","5","","1","","","1","","","","","","","","","","","","","",""
"201612","13065","대림로_A","10","","","","","","1","","","","","","","","","","","","","7"
"201612","13317","도림로_F","13","","","","","2","","","","","","","","","4","","","","1","3"
"201612","12070","통일로87길","14","","","","","2","","","","","","","","","1","","","","","3"
"201612","12606","왕십리로_E","11","","1","","","3","","","","","","","","","2","","","","","1"
"201612","12902","중앙로32길_B","8","","1","","","1","","","","","","","","","","","","","","1"
"201612","13002","위례성대로20길","17","","2","","","2","","","","","","","","","","","","","","1"
"201612","13553","도곡로_F","3","","","","","","","","","","","","","","1","","","","","1"
"201612","12091","공릉로2길","13","1","","","1","3","","","","","","","","","","","","","","1"
"201612","13287","방배로_C","12","","1","","","1","","","","","","","","","1","","","","","4"
"201612","12592","상일로_B","19","","2","","","2","1","1","","","","","","","","","","","","9"
"201612","13465","대학길","4","","","","","1","","","","","","","","","","","","","","2"
"201612","12941","성안로_E","2","","","","","","","","","","","","","","","","","","","1"
"201612","13537","오목로_G","5","","","","","1","1","","","","","","1","","","","","","","1"
"201612","13204","중대로12길","6","","","","2","1","","","","","","","","","","","","","","2"
"201612","12086","동일로192길","12","1","","","","","1","","","","","","","","","","","","","4"
"201612","13216","대림로_D","10","","1","","","2","","","","","","","","","","","","","","3"
"201612","13270","일원로","17","","1","","","4","","","","","","","","","","","","","","3"
"201612","12512","행당로17길","6","","","","","1","","","","","","","","","","","","","","2"
"201612","13361","바우뫼로_A","3","","","","","","","","","","","","","","","","","","","2"
"201612","13168","역삼로_D","2","","","","","","","","","","","","","","","","","","","1"
"201612","12491","공항대로_D","6","","","","","2","","","","","","","","","","","","","","2"
"201612","12524","용마산로_G","6","","","","","","1","","","","","","","","","","","","","3"
